Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Victim_Race,Victim_Gender,Victim_Age,Report_Type
A-26243-17,6,41XX Magazine St,CLOSED,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),2017-01-22 16:00:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,29,BLACK,MALE,26,Supplemental Report
A-21797-17,7,43XX America St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-19 21:00:00,,,,,,BLACK,MALE,33,Incident Report
B-01563-17,7,57XX Crowder Bd,OPEN,67S,SHOPLIFTING,2017-02-02 08:23:00,14 67.10,THEFT OF GOODS,BLACK,FEMALE,,BLACK,FEMALE,27,Incident Report
A-24909-17,4,57XX Tullis Dr,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-22 15:30:00,54 151,CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,27,BLACK,FEMALE,27,Incident Report
A-19090-17,1,2XX Marais St B,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-17 17:00:00,,,,,,BLACK,FEMALE,38,Incident Report
A-26516-17,1,16XX N Broad St,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-24 23:56:00,,,,,,BLACK,MALE,73,Incident Report
B-22275-17,2,86XX Belfast St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-19 19:30:00,,,,,,UNKNOWN,MALE,36,Incident Report
A-12908-17,6,Annunciation St & Josephine St,CLOSED,17F,FUGITIVE ATTACHMENT,2017-01-12 11:08:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,41,,,,Incident Report
A-10485-17,4,36XX Macarthur Bd,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-08 21:45:00,,,,,,BLACK,MALE,39,Supplemental Report
A-29493-17,8,3XX Royal St,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-25 04:00:00,,,,,,WHITE,MALE,35,Incident Report
B-08819-17,8,6XX Decatur St,OPEN,67S,SHOPLIFTING,2017-02-08 16:53:00,54 186,THEFT,BLACK,MALE,,,,,Incident Report
B-08819-17,8,6XX Decatur St,OPEN,67S,SHOPLIFTING,2017-02-08 16:53:00,54 186,THEFT,BLACK,MALE,,,,,Incident Report
A-31932-17,7,Downman Rd & Wales St,OPEN,37D,AGGRAVATED ASSAULT (DOMESTIC),2017-01-28 12:56:00,14 67,THEFT,BLACK,MALE,24,BLACK,FEMALE,24,Incident Report
B-00654-17,7,67XX Tara Ln,CLOSED,95G,ILLEGAL CARRYING OF A GUN,2017-02-01 14:15:00,14 62.3,UNAUTHORIZED ENTRY (INHAB.DWELLING),BLACK,MALE,27,,,,Incident Report
A-17980-17,7,75XX Avalon Wy,OPEN,103,DISTURBANCE,2017-01-16 19:07:00,,,,,,BLACK,FEMALE,26,Incident Report
B-04266-17,4,18XX Jo Ann Pk,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-02-04 13:10:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,46,BLACK,FEMALE,41,Incident Report
A-26320-17,5,24XX N Claiborne Av,OPEN,67,THEFT,2017-01-21 15:30:00,54 186,THEFT,,,,BLACK,FEMALE,23,Incident Report
A-07322-17,7,123XX S I-10 Service Rd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-01-07 03:33:00,14 62,SIMPLE BURGLARY,,,,BLACK,FEMALE,24,Incident Report
A-20153-17,7,131XX Bishop Morton Dr,OPEN,67,THEFT,2017-01-11 14:00:00,14 67,THEFT,,,,BLACK,FEMALE,31,Incident Report
A-13565-17,7,145XX Beekman St,OPEN,67AR,AUTO THEFT & RECOVERY,2017-01-12 00:00:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,19,,,,Supplemental Report
A-13565-17,7,145XX Beekman St,OPEN,67AR,AUTO THEFT & RECOVERY,2017-01-12 00:00:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,19,,,,Supplemental Report
A-16955-17,6,Camp St & Calliope St,OPEN,35,SIMPLE BATTERY,2017-01-15 19:59:00,,,,,,WHITE,MALE,37,Incident Report
B-21110-17,6,22XX Delachaise St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-18 22:30:00,,,,,,BLACK,FEMALE,37,Incident Report
A-24416-17,1,6XX S Rocheblave St,OPEN,37,AGGRAVATED ASSAULT,2017-01-22 05:17:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,,WHITE,MALE,25,Incident Report
B-13780-17,6,15XX Annunciation St,OPEN,65,SIMPLE ROBBERY,2017-02-12 18:05:00,14 65,SIMPLE ROBBERY,,,,BLACK,FEMALE,21,Incident Report
B-13695-17,6,Tchoupitoulas & 1st,CLOSED,21,MISCELLANEOUS INCIDENT,2017-02-12 16:20:00,,,,,,WHITE,MALE,43,Supplemental Report
A-08192-17,2,84XX Belfast St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-01-07 13:30:00,14 62,SIMPLE BURGLARY,,,,BLACK,MALE,38,Incident Report
B-03455-17,8,Conti St & Dauphine St,CLOSED,966,DRUG LAW VIOLATION,2017-02-03 08:00:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,27,,,,Incident Report
A-19138-17,7,49XX Marque Dr,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-01-17 17:00:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,BLACK,MALE,35,Incident Report
A-12748-17,5,10XX Marigny St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-01-11 19:30:00,14 62,SIMPLE BURGLARY,,,,WHITE,MALE,67,Incident Report
A-20859-17,5,19XX Independence St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-01-19 12:00:00,14 62,SIMPLE BURGLARY,,,,BLACK,FEMALE,,Incident Report
A-02583-17,3,55XX Saint Roch Pl,OPEN,29,DEATH,2017-01-03 07:18:00,,,,,,BLACK,FEMALE,82,Incident Report
A-10317-17,3,51XX Eastern St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-10 20:40:00,,,,,,BLACK,MALE,13,Incident Report
A-01271-17,7,43XX Reynes St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-01-02 01:03:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,,,,BLACK,MALE,7,Incident Report
A-01271-17,7,43XX Reynes St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-01-02 01:03:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,,,,BLACK,MALE,7,Incident Report
A-01271-17,7,43XX Reynes St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-01-02 01:03:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,,,,BLACK,MALE,7,Incident Report
A-01271-17,7,43XX Reynes St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-01-02 01:03:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,,,,BLACK,MALE,7,Incident Report
A-01271-17,7,43XX Reynes St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-01-02 01:03:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,,,,BLACK,MALE,7,Incident Report
A-27300-17,6,Constance St & 1st St,OPEN,21P,LOST PROPERTY,2017-01-24 08:00:00,,,,,,,,,Supplemental Report
B-22374-17,5,23XX Pauger St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-19 21:11:00,,,,,,BLACK,MALE,26,Incident Report
B-20249-17,8,Dauphine St & St Louis St,OPEN,65P,PROPERTY SNATCHING,2017-02-17 23:15:00,14 65.1,PURSE SNATCHING,BLACK,MALE,,WHITE,FEMALE,59,Incident Report
B-12650-17,5,15XX Poland Av,OPEN,29,DEATH,2017-02-11 17:57:00,,,,,,BLACK,MALE,49,Incident Report
A-12869-17,3,49XX Chef Menteur Hw 144,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-12 10:34:00,,,,,,BLACK,FEMALE,25,Incident Report
B-01597-17,2,49XX Freret St,OPEN,67F,THEFT BY FRAUD,2017-02-02 08:59:00,14 67,THEFT,,,,WHITE,MALE,27,Incident Report
A-27028-17,5,10XX Gordon St A,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-01-24 12:20:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,25,BLACK,MALE,21,Incident Report
A-29825-17,5,18XX New Orleans St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-26 16:18:00,,,,,,BLACK,FEMALE,31,Incident Report
A-31706-17,8,3XX Bourbon St,OPEN,67,THEFT,2017-01-28 02:10:00,14 67,THEFT,UNKNOWN,,,WHITE,MALE,47,Incident Report
A-00266-17,8,2XX Bourbon St,OPEN,67P,PICKPOCKET,2017-01-01 00:30:00,14 67,THEFT,BLACK,FEMALE,,WHITE,MALE,71,Incident Report
A-21422-17,2,2XX La Salle Pl,OPEN,67F,THEFT BY FRAUD,2017-01-19 01:00:00,14 67.11,CREDIT CARD FRAUD,,,,WHITE,MALE,20,Incident Report
A-13831-17,4,7XX Evelina St,CLOSED,103D,DISTURBANCE (DOMESTIC),2017-01-13 01:59:00,,,,,,WHITE,MALE,27,Incident Report
A-25938-17,8,8XX Bienville St,CLOSED,17F,FUGITIVE ATTACHMENT,2017-01-23 13:55:00,14 000,OUT OF STATE FUGITIVE,BLACK,MALE,28,,,,Incident Report
A-29415-17,5,26XX Elysian Fields Av,OPEN,21P,LOST PROPERTY,2017-01-25 16:00:00,,,,,,,,,Supplemental Report
A-24101-17,1,7XX N Broad St,CLOSED,103F,DISTURBANCE (FIGHT),2017-01-21 21:30:00,,,,,,BLACK,FEMALE,31,Incident Report
A-18802-17,2,23XX Valence St,CLOSED,67,THEFT,2017-01-11 14:50:00,,,,,,BLACK,FEMALE,,Incident Report
A-18860-17,3,4XX N Carrollton Av,OPEN,67S,SHOPLIFTING,2017-01-17 12:30:00,14 67,THEFT,BLACK,MALE,,,,,Incident Report
A-05130-17,2,12XX S Carrollton Av,OPEN,67,THEFT,2017-01-04 23:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,UNKNOWN,,,WHITE,MALE,58,Incident Report
A-14272-17,8,3XX Royal St,OPEN,67F,THEFT BY FRAUD,2017-01-13 11:53:00,14 67.3,UNAUTHORIZED USE OF ACCESS CARD,,,,WHITE,MALE,53,Incident Report
A-31710-17,3,45XX Louisa Dr,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-01-28 07:39:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,33,BLACK,FEMALE,29,Incident Report
A-29629-17,2,89XX S Claiborne Av,OPEN,67,THEFT,2017-01-19 11:00:00,14 67,THEFT,UNKNOWN,,,BLACK,MALE,47,Incident Report
A-29629-17,2,89XX S Claiborne Av,OPEN,67,THEFT,2017-01-19 11:00:00,14 67,THEFT,UNKNOWN,,,BLACK,MALE,47,Incident Report
B-00514-17,2,Oleander St & S Carrollton Al,CLOSED,17F,FUGITIVE ATTACHMENT,2017-02-01 13:00:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,26,,,,Incident Report
A-18890-17,4,29XX Donner Dr,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-01-17 10:30:00,,,,,,,,,Supplemental Report
B-08111-17,4,9XX Belleville St B,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-07 22:53:00,,,,,,WHITE,MALE,48,Incident Report
B-00220-17,6,19XX Tchoupitoulas St,OPEN,67S,SHOPLIFTING,2017-02-01 07:45:00,54 188,POSSESSION OF STOLEN PROPERTY,BLACK,MALE,30,,,,Incident Report
A-19649-17,5,21XX N Derbigny St E,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-01-18 01:00:00,14 46,FALSE IMPRISONMENT,BLACK,MALE,33,BLACK,FEMALE,30,Incident Report
B-16932-17,7,45XX Cardenas Dr,OPEN,67,THEFT,2017-02-15 14:00:00,54 188,POSSESSION OF STOLEN PROPERTY,UNKNOWN,MALE,,BLACK,MALE,67,Incident Report
A-20781-17,5,14XX Independence St,OPEN,103,DISTURBANCE,2017-01-19 01:50:00,,,,,,BLACK,FEMALE,22,Incident Report
A-18447-17,5,15XX Clouet St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-01-17 00:00:00,14 62,SIMPLE BURGLARY,,,,BLACK,FEMALE,30,Incident Report
B-00081-17,2,S Claiborne Av & Jena St,CLOSED,966,DRUG LAW VIOLATION,2017-02-01 01:43:00,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,29,,,,Incident Report
A-33264-17,7,78XX Sail St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-29 18:50:00,14 34.2,BATTERY OF A POLICE OFFICER,BLACK,MALE,14,,,,Supplemental Report
A-03313-17,7,76XX Alabama St,CLOSED,103F,DISTURBANCE (FIGHT),2017-01-03 18:40:00,54 403,DISTURBING THE PEACE,BLACK,MALE,18,BLACK,FEMALE,37,Incident Report
B-14324-17,2,23XX Valence St,OPEN,103F,DISTURBANCE (FIGHT),2017-02-13 07:30:00,,,,,,BLACK,MALE,14,Incident Report
B-14211-17,2,S Broad St & Fontainebleau Dr,OPEN,35,SIMPLE BATTERY,2017-02-13 04:00:00,54 96,BATTERY,WHITE,MALE,,WHITE,FEMALE,30,Incident Report
A-28926-17,8,3XX Royal St,OPEN,67F,THEFT BY FRAUD,2017-01-25 20:00:00,14 67.11,CREDIT CARD FRAUD,,,,HISPANIC,FEMALE,32,Incident Report
B-07298-17,3,Clematis St & Montpelier St,CLOSED,63,TRESPASSING,2017-02-07 10:30:00,14 108,RESISTING AN OFFICER,BLACK,MALE,14,,,,Incident Report
A-02506-17,5,23XX A P Tureaud St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-03 03:28:00,,,,,,BLACK,FEMALE,51,Incident Report
B-08408-17,6,28XX S Claiborne Av,OPEN,67S,SHOPLIFTING,2017-02-08 07:43:00,54 188,POSSESSION OF STOLEN PROPERTY,BLACK,MALE,49,,,,Supplemental Report
B-02808-17,5,62XX N Rampart St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-02-03 10:00:00,14 63,CRIMINAL TRESPASS,BLACK,FEMALE,,WHITE,MALE,35,Incident Report
A-13153-17,5,23XX Saint Claude Av,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-09 13:00:00,,,,,,BLACK,FEMALE,32,Incident Report
A-23709-17,7,55XX Red Maple,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-20 23:30:00,,,,,,BLACK,FEMALE,48,Incident Report
A-04200-17,4,40XX Sullen Pl,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-04 14:09:00,,,,,,BLACK,FEMALE,44,Incident Report
A-28248-17,4,41XX General De Gaulle Dr,OPEN,66,THREATS,2017-01-24 12:05:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,32,BLACK,FEMALE,40,Incident Report
B-18880-17,5,23XX N Miro St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-17 03:50:00,,,,,,BLACK,FEMALE,37,Incident Report
B-19799-17,4,35XX Garden Oaks Dr 2516,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-02-17 22:00:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,29,BLACK,FEMALE,33,Incident Report
B-12970-17,4,34XX Garden Oaks Dr 814,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-02-11 18:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,UNKNOWN,,,BLACK,FEMALE,24,Incident Report
A-30756-17,6,25XX Martin Luther King Jr Bd,CLOSED,103F,DISTURBANCE (FIGHT),2017-01-27 11:56:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,28,BLACK,FEMALE,22,Incident Report
B-17889-17,6,27XX Saint Andrew St,CLOSED,56,SIMPLE CRIMINAL DAMAGE,2017-02-16 10:07:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,HISPANIC,MALE,38,HISPANIC,MALE,34,Incident Report
A-33167-17,5,11XX Independence St,CLOSED,103D,DISTURBANCE (DOMESTIC),2017-01-29 16:30:00,,,,,,BLACK,MALE,87,Incident Report
A-35619-17,4,35XX Behrman Hw,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-31 19:30:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,,HISPANIC,MALE,24,Incident Report
A-23854-17,5,47XX N Claiborne Av,OPEN,27-62,ATTEMPTED SIMPLE BURGLARY,2017-01-21 16:30:00,14 (25) 62,ACCESSORY - SIMPLE BURGLARY,BLACK,MALE,,BLACK,FEMALE,61,Incident Report
A-06064-17,8,5XX Saint Charles Av,CLOSED,17F,FUGITIVE ATTACHMENT,2017-01-06 05:17:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,23,,,,Incident Report
B-04546-17,4,37XX General De Gaulle Dr,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-04 18:20:00,,,,,,WHITE,MALE,45,Incident Report
A-19926-17,7,76XX Lehigh St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-01-18 11:15:00,,,BLACK,FEMALE,,BLACK,MALE,38,Incident Report
A-12753-17,3,61XX Vicksburg St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-01-12 12:30:00,14 63.10,VEHICULAR TRESPASS,,,,WHITE,MALE,62,Incident Report
A-30283-17,4,37XX General De Gaulle Dr,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-26 23:35:00,,,,,,BLACK,MALE,16,Incident Report
A-06068-17,8,5XX Saint Charles Av,CLOSED,17F,FUGITIVE ATTACHMENT,2017-01-06 05:30:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,23,,,,Incident Report
A-29379-17,7,72XX Bunker Hill St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-01-26 09:16:00,14 93.2.1,CHILD DESERTION,BLACK,FEMALE,29,,,,Incident Report
B-08315-17,7,73XX Alabama St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-08 08:55:00,,,,,,BLACK,FEMALE,37,Incident Report
A-02013-17,7,76XX Dogwood Dr,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-02 17:05:00,,,,,,BLACK,FEMALE,38,Incident Report
A-15888-17,5,54XX N Johnson St,OPEN,35,SIMPLE BATTERY,2017-01-14 19:45:00,54 96,BATTERY,BLACK,FEMALE,,BLACK,FEMALE,29,Incident Report
B-11097-17,2,57XX S Claiborne Av,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-10 08:30:00,,,,,,BLACK,MALE,39,Incident Report
A-08269-17,8,7XX Canal St,CLOSED,17F,FUGITIVE ATTACHMENT,2017-01-08 08:56:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,WHITE,MALE,41,,,,Incident Report
A-11404-17,5,17XX Louisa St,CLOSED,67A,AUTO THEFT,2017-01-11 06:50:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,16,BLACK,FEMALE,,Supplemental Report
A-29719-17,3,35XX Trafalgar St,OPEN,966,DRUG LAW VIOLATION,2017-01-26 15:00:00,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,16,,,,Incident Report
A-29719-17,3,35XX Trafalgar St,OPEN,966,DRUG LAW VIOLATION,2017-01-26 15:00:00,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,16,,,,Incident Report
B-06960-17,3,64XX Catina St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-02-07 00:03:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,WHITE,MALE,30,Incident Report
A-05968-17,3,45XX Desire St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-06 03:20:00,,,,,,BLACK,FEMALE,47,Incident Report
B-12954-17,2,77XX Spruce St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-11 23:15:00,,,,,,HISPANIC,FEMALE,17,Incident Report
A-13004-17,2,18XX Robert St Upper,OPEN,29,DEATH,2017-01-12 12:48:00,,,,,,HISPANIC,FEMALE,35,Incident Report
B-07190-17,4,12XX Casa Calvo St,OPEN,62,SIMPLE BURGLARY,2017-02-07 08:30:00,14 62,SIMPLE BURGLARY,,,,WHITE,MALE,40,Incident Report
A-32215-17,7,147XX Chef Menteur Hw 1306,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-01-28 12:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,BLACK,MALE,40,Incident Report
A-18978-17,7,79XX Vanderkloot Av,CLOSED,35,SIMPLE BATTERY,2017-01-17 14:11:00,14 35,SIMPLE BATTERY,BLACK,MALE,16,BLACK,FEMALE,44,Incident Report
A-34679-17,2,23XX Joseph St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-31 01:39:00,,,,,,WHITE,FEMALE,30,Incident Report
A-32766-17,2,90XX Hickory St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-01-29 07:00:00,14 35.3(b)6,ACTS OF DOMESTIC VIOLENCE(STRANGULATION),BLACK,MALE,34,BLACK,FEMALE,30,Supplemental Report
A-21111-17,3,31XX St Bernard Av,OPEN,43B,SEXUAL BATTERY,2017-01-18 22:20:00,,,,,,,,,Incident Report
A-16527-17,6,23XX Saint Andrew St,CLOSED,966,DRUG LAW VIOLATION,2017-01-15 12:41:00,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,FEMALE,42,,,,Incident Report
A-00360-17,2,79XX Olive St B,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-01 16:32:00,,,,,,BLACK,FEMALE,55,Incident Report
A-09188-17,6,11XX Oretha Castle Haley St,OPEN,103,DISTURBANCE,2017-01-09 06:00:00,54 96,BATTERY,BLACK,MALE,,BLACK,MALE,,Incident Report
A-00936-17,7,67XX Dorian St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-01 17:00:00,,,,,,BLACK,MALE,33,Incident Report
B-00432-17,1,1XX S Salcedo St,OPEN,68,UNAUTHORIZED USE OF MOVABLES,2017-02-01 11:40:00,54 187,UNAUTHORIZED USE OF MOVEABLES,,,,,,,Supplemental Report
A-15949-17,6,21XX Clara St,OPEN,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),2017-01-14 20:54:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,BLACK,FEMALE,59,Incident Report
A-03660-17,8,3XX Royal St,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-03 23:30:00,,,,,,BLACK,MALE,,Incident Report
B-06792-17,8,9XX Saint Louis St,CLOSED,17F,FUGITIVE ATTACHMENT,2017-02-06 20:15:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,39,,,,Incident Report
A-24718-17,5,56XX N Rampart St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-22 12:30:00,,,,,,BLACK,FEMALE,56,Incident Report
A-07334-17,4,32XX Memorial Park Dr 360,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-07 11:00:00,,,,,,BLACK,FEMALE,27,Incident Report
A-10203-17,8,8XX Conti St,OPEN,67,THEFT,2017-01-09 04:00:00,14 67,THEFT,BLACK,FEMALE,,WHITE,MALE,30,Incident Report
B-03228-17,7,55XX Read Bd,OPEN,67,THEFT,2017-02-03 13:15:00,14 67,THEFT,,,,BLACK,FEMALE,15,Incident Report
B-11315-17,6,Danneel St & Washington Av,OPEN,67F,THEFT BY FRAUD,2017-02-06 17:30:00,54 186,THEFT,,,,BLACK,FEMALE,25,Incident Report
B-19512-17,4,35XX Seine St,OPEN,21J,MISSING/RUNAWAY JUVENILE,2017-02-17 15:30:00,14 730.3,RUNAWAY JUVENILE,BLACK,FEMALE,15,,,,Incident Report
B-24034-17,5,23XX France Rd,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-02-21 00:30:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,,,,BLACK,MALE,55,Incident Report
B-24034-17,5,23XX France Rd,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-02-21 00:30:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,,,,BLACK,MALE,55,Incident Report
A-17774-17,5,14XX Port St,CLOSED,103D,DISTURBANCE (DOMESTIC),2017-01-16 16:14:00,,,,,,BLACK,MALE,34,Incident Report
B-24059-17,7,67XX Chef Menteur Hw,OPEN,35,SIMPLE BATTERY,2017-02-21 11:35:00,54 96,BATTERY,BLACK,MALE,,ASIAN,MALE,54,Incident Report
B-24059-17,7,67XX Chef Menteur Hw,OPEN,35,SIMPLE BATTERY,2017-02-21 11:35:00,54 96,BATTERY,BLACK,MALE,,ASIAN,MALE,54,Incident Report
B-09717-17,6,29XX S Claiborne St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-09 10:12:00,,,,,,,,,Incident Report
A-32439-17,1,13XX Barracks St,CLOSED,64G,ARMED ROBBERY (GUN),2017-01-28 22:10:00,14 64,ARMED ROBBERY,BLACK,MALE,19,WHITE,MALE,37,Supplemental Report
A-32439-17,1,13XX Barracks St,CLOSED,64G,ARMED ROBBERY (GUN),2017-01-28 22:10:00,14 64,ARMED ROBBERY,BLACK,MALE,19,WHITE,MALE,37,Supplemental Report
B-22296-17,6,17XX 2nd St,OPEN,67A,AUTO THEFT,2017-02-19 19:30:00,14 67.26,THEFT OF A MOTOR VEHICLE,BLACK,MALE,,WHITE,FEMALE,26,Supplemental Report
A-29276-17,7,60XX Bullard Av,CLOSED,106,OBSCENITY,2017-01-26 07:40:00,54 153,CRIMINAL TRESPASS,BLACK,MALE,41,,,,Incident Report
B-20601-17,6,16XX Louisiana Av,OPEN,35,SIMPLE BATTERY,2017-02-18 15:54:00,54 96,BATTERY,BLACK,MALE,,,,,Incident Report
B-20601-17,6,16XX Louisiana Av,OPEN,35,SIMPLE BATTERY,2017-02-18 15:54:00,54 96,BATTERY,BLACK,MALE,,,,,Incident Report
A-12553-17,8,X Poydras St,CLOSED,35,SIMPLE BATTERY,2017-01-12 01:10:00,54 403,DISTURBING THE PEACE,WHITE,MALE,53,WHITE,FEMALE,33,Incident Report
B-16203-17,3,47XX Saint Bernard Av,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-02-14 20:07:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,FEMALE,25,BLACK,FEMALE,51,Incident Report
A-33610-17,1,7XX S White St,CLOSED,966,DRUG LAW VIOLATION,2017-01-30 05:16:00,14 402,CONTRABAND (PENAL INSTITUTION),BLACK,MALE,54,,,,Incident Report
B-00507-17,3,39XX Franklin Av,CLOSED,966,DRUG LAW VIOLATION,2017-02-01 12:55:00,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,23,,,,Supplemental Report
A-24389-17,4,14XX Southlawn Bd,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-22 03:45:00,,,,,,BLACK,FEMALE,38,Incident Report
A-03022-17,8,3XX Royal St,OPEN,67,THEFT,2017-01-03 15:21:00,14 67.11,CREDIT CARD FRAUD,,,,WHITE,FEMALE,24,Incident Report
A-14634-17,5,Eads St & Law St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-01-13 18:00:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,62,BLACK,MALE,62,Incident Report
